episode,character,line
S06E09,MAN,(with disbelief) You'll never pull it off.
S06E09,FEMALE CUSTOMER,"Hey, what's going on in there?"
S06E09,JERRY,"(to the Barneys sales associate) Excuse me, could you tell me where I could find, like, women's moisturizer lotions?"
S06E09,FEMALE CUSTOMER,This woman has been in there for over an hour.
S06E09,BARNEY'S SALES ASSOCIATE,"Excuse me Miss., Is everything ok in there?"
S06E09,KRAMER,[Yeah] (through the door)
S06E09,JERRY,Kramer?
S06E09,KRAMER,"Oh, Jerry, you got my clothes?"
S06E09,JERRY,What clothes?
S06E09,KRAMER,Didnt Elaine call you?
S06E09,JERRY,No.
S06E09,KRAMER,Well what are you doing here?
S06E09,JERRY,What am I doing here? You're in the women's dressing room. I need that ticket stub back so I can get my mother's fur coat out.
S06E09,KRAMER,"Oh, the stub, yeah. I left it in my, my pants"
S06E09,JERRY,Where are your pants?
S06E09,KRAMER,"Well, I sold them to Bania."
S06E09,JERRY,What? You sold your pants to Bania. Let me in.
S06E09,JERRY,Why'd you sell your pants to Bania?
S06E09,KRAMER,ouhhh -- I had Uma Thermans number written on that stub. I lost Umas number.
S06E09,JERRY,Where are your clothes?
S06E09,KRAMER,I told you I sold them to Bania.
S06E09,JERRY,You mean what you were wearing?
S06E09,KRAMER,Yeah.
S06E09,JERRY,How'd you expect to get out of here?
S06E09,KRAMER,"Well, I didnt think ahead."
S06E09,ELAINE,This isn't going to work for me ... so if you could show me something else.
S06E09,BARNEY'S SALES ASSOCIATE,No.
S06E09,ELAINE,No?
S06E09,BARNEY'S SALES ASSOCIATE,"No, because you're taking that one."
S06E09,ELAINE,I am?
S06E09,BARNEY'S SALES ASSOCIATE,Yes. Because you wore it out of the store.
S06E09,ELAINE,Ha! That's preposterous.
S06E09,BARNEY'S SALES ASSOCIATE,I suppose that salt stain came from all the snow in the store.
S06E09,BARNEY'S SALES ASSOCIATE,Shall I wrap it or will you wear it out?
S06E09,ELAINE,"No. You can wrap it. (Dejected. Elaine puts her head down and her hand to her forehead as she walks into the dressing room area) Kramer, are you still in there?"
S06E09,JERRY,[Elaine]
S06E09,ELAINE,Jerry?
S06E09,BANIA,"Elaine, where's Kramer?"
S06E09,KRAMER,Bania?
S06E09,BANIA,Kramer.
S06E09,JERRY,"Im going out. (he comes out of the dressing room, while Kramer remains inside)"
S06E09,BANIA,Jerry.
S06E09,JERRY,Bania.
S06E09,BANIA,"Kramer, I want my money back for this suit. You're nancy-boy cream leaked all over the pockets -- Suits ruined."
S06E09,KRAMER,"Well you're not getting any money back. (Kramer opens the door) Jerry, come back in here."
S06E09,JERRY,(to Bania) Excuse me. (he goes back in the dressing room)
S06E09,KRAMER,Umas number is on that ticket.
S06E09,JERRY,"Never mind Uma, I need that ticket to get my mother's fur coat back. Why don't you just give him the money for the suit?"
S06E09,KRAMER,Im not going to give him $300 now for a suit with moisturizer cream all over it.
S06E09,JERRY,I got an idea.
S06E09,KRAMER,What?
S06E09,JERRY,I cant believe Im gonna do this. (Jerry opens the door and exits the dressing room. He walks over to Bania)
S06E09,JERRY,Bania can I talk to you for a second? How's everything going?
S06E09,BANIA,Pretty good.
S06E09,JERRY,"Yeah, well, see the thing of it is, Im in a bit of an awkward position here. Because, uhh, I don't want to get in between you two guys but ... I need a dry-cleaning ticket that's in the pocket of those pants."
S06E09,BANIA,"Well all you gotta do is tell Kramer to give me my money back, and you'll get your ticket."
S06E09,JERRY,"Yeah, yeah all right, well uh ... tell you what I will do Bania -- you give me the ticket, and uh, I will take you out for a nice dinner."
S06E09,BANIA,Can we go back to Mendys?
S06E09,JERRY,"You want to go to Mendys, Ill take you to Mendys."
S06E09,BANIA,Twice? I wanna go twice.
S06E09,JERRY,"all right lets be reasonable, Bania. Im taking you out for a nice dinner. All I want is a little ticket in that pocket. I think it's a pretty good deal."
S06E09,BANIA,Two Mendys.
S06E09,JERRY,. . . All right (gritting teeth) Just give me the ticket.
S06E09,BANIA,Here you go.
S06E09,JERRY,Ohh ... (takes the ticket and heads for the dressing room)
S06E09,GEORGE,"But Mr. Steinbrenner, how can I be expected to perform my job properly, knowing that my uh, subordinate is making more money than I am? With all due respect sir, it's outta whack."
S06E09,STEINBRENNER,"Uh huh, I understand what you're saying George and I know what it's like to be financially strapped. When I was a young man in Cleveland I use to hitchhike to work. One time I got picked up by a bakery truck. You think that stuff smells good? Try being cooped up in the back of one of those babies."
S06E09,STEINBRENNER,I couldn't look at a donut for the next two years. Well not that I was ever one for the sweets.
S06E09,STEINBRENNER,"Sure I like a cup cake every now and then, like everybody else. You know I like it when they have a little cream on the inside, it's a surprise. That's good, plus the chocolate ones are good too. Sometimes I just cant even make up my mind. A lot of times Ill mix the two together, make a vanilla fudge."
S06E09,JERRY,"Let me in, it's me. (Kramer opens the door, Jerry goes in the dressing room) Here. You don't know what this is costing me. (hands Kramer the ticket)"
S06E09,KRAMER,"(closes the door) All right, nice work. (he looks at the ticket, flips it over, and then over again) Where's Umas number? The moisturizer smudged out the phone number."
S06E09,JERRY,"(Takes the ticket back and looks at it, flips it over) The dry-cleaning numbers are gone too."
S06E09,KRAMER,(grabs the ticket back and holds it up to the light) It must have been the botanical extracts.
S06E09,JERRY,(grabs the ticket back) Give me that.
S06E09,JERRY,"Hey Bania, the dinners off. The ticket's no good. The numbers are all smudged out. (holds out the ticket and hands it to Bania)"
S06E09,BANIA,(looking at the ticket then quickly looks up at Jerry) You trying to get out of Mendys? you cant do that.
S06E09,JERRY,The ticket is worthless.
S06E09,BANIA,You promised me.
S06E09,JERRY,"Hey, Isn't that my mother's fur coat?"
S06E09,DONNA,No it's not. (the coat)
S06E09,JERRY,It is! (Jerry walks forcefully into the dressing room and closes the door) Give me that back.
S06E09,DONNA,"No, what are you talking about."
S06E09,DONNA,Are you out of your mind? Don't you ... take your hands ...
S06E09,JERRY,"You cant have that coat, it's not yours."
S06E09,JERRY,What do you think the dry-cleaners is your own personal closet!
S06E09,ELAINE,"Donna, do you think you can get the salt stain out of this?"
S06E09,DONNA,Let me see. (Looking at the stain) Piece of cake. Bring it
S06E09,ELAINE,"(Tilts her head down, looking over her glasses in amazement of"
S06E09,BANIA,Mmm. This soup is great.
S06E09,JERRY,"Yeah, it's very good. (reluctantly)"
S06E09,BANIA,"I told you Mendys had the best pea soup. The best Jerry, the best. Are you enjoying it?"
S06E09,JERRY,Yeah. Im having a wonderful time. (it's obvious he isn't)
S06E09,BANIA,"Wait till you try the swordfish. You know Jerry, I was thinking. For our next meal, do you think we should come here ... or should we go someplace else? You know it has it's pros and cons. On the one hand, here, you're guaranteed a great meal. On the other hand --"
S06E09,JERRY,"(Interrupting Bania) Yeah, yeah I know. This would be good, but it would be the same. But if we go some place else, it would be different, but it might not be as good. It's a gamble. I get it."
S06E09,BANIA,"Yeah. Well, lets hurry up and eat I gotta get out of here. Im meeting a woman for a drink."
S06E09,JERRY,"Oh, and who might that be?"
S06E09,BANIA,Some woman named Uma. I got her number off of that ticket before it was smudged. Hope she's good-looking. (crosses his fingers in the air)
S06E09,JERRY,"If you are a waitress and you ever see me in a restaurant, Im telling you right now, I don't want to hear about the specials. I don't want to know about the specials. Im sick of the specials. I hate the specials. My feeling is, if the specials were so special, they'd be on the menu. You know what's special about them? They don't know if anybody likes them. They always have these overly creative descriptions of the specials too, you know. The veil is lightly slapped, and then sequestered in a one-bedroom suite with a white wine intravenous."
S06E10,JERRY,Ready to go Lois?
S06E10,LOIS,You really like to say my name? Don't you?
S06E10,JERRY,Excuse me Lois. Stand back Lois. Jimmy's in trouble Lois.
S06E10,LOIS,"Oh, Mr. Meyers this is my friend, Jerry."
S06E10,DUNCAN,Jerry Seinfeld!
S06E10,JERRY,Duncan Meyers!
S06E10,LOIS,You two know each other?
S06E10,DUNCAN,"Yeah! We uh, went to High School together. Didn't we Jerry? Gee I hope you're not leaving now. We still have a lot of work left to do."
S06E10,LOIS,Would you be able to come all the way downtown again in rush hour to pick me up?
S06E10,JERRY,"Well, I'd have to be Superman to do that Lois."
S06E10,ELAINE,"No, no This is all wrong. Where's the Chicken Cashew?"
S06E10,LEW,You no order Chicken Cashew.
S06E10,ELAINE,I didn't order any of this. I'm not paying for this.
S06E10,LEW,Fine Benes. We are putting you on our list.
S06E10,ELAINE,What list?
S06E10,LEW,"The ""do not deliver"" list."
S06E10,ELAINE,"MERRY CHRISTMAS TO YOU! Well, I guess we'll just go out."
S06E10,GEORGE,Yeah. What are you doing with the Daily Worker?
S06E10,ELAINE,Ned must have left it here.
S06E10,GEORGE,Your boyfriend reads the Daily Worker? What is he? A communist?
S06E10,ELAINE,"HE reads everything, you know, Ned's very well read."
S06E10,GEORGE,"Maybe he's just ""very well RED""?"
S06E10,ELAINE,Communist? Don't you think he probably would have told me?
S06E10,GEORGE,"Well, does he wear bland, drab, olive colored clothing?"
S06E10,ELAINE,"Yes, . . . yes he does dress a little drab."
S06E10,GEORGE,"Huh, he's a communist. . . . Look at this. ""Exciting uninhibited woman seeks forward thinking comrade and appearance not important."" . . . Appearance Not Important! This is unbelievable. Finally this is an ideology I can embrace."
S06E10,JERRY,Hi oh.
S06E10,ELAINE & GEORGE,Hey.
S06E10,ELAINE,Where's Lois?
S06E10,JERRY,She couldn't make it.
S06E10,GEORGE,I can't believe you're really going out with a woman named Lois.
S06E10,JERRY,"I know, finally. But George, guess who her boss is. Duncan Meyers."
S06E10,GEORGE,Duncan Meyers?
S06E10,ELAINE,Who's he?
S06E10,JERRY,"Elaine, only one other person in the world knows what I am about to tell you and that's George. When we were in the ninth grade they had us all line up at one end of the school yard for this big race to see who was going to represent the school in this track meet."
S06E10,ELAINE,Uh uh
S06E10,JERRY,"I was the last one on the end. George was next to me. And Mr. Bevilacqua, the gym . . ."
S06E10,ELAINE,What's that?
S06E10,JERRY,"Mr. Bevilacqua, the gym teacher."
S06E10,ELAINE,"Oh, of course."
S06E10,JERRY,"He was down at the other end. So he yells out, ""Ready, On your mark, Get set, "" and I was so keyed up I just took off. By the time he said go I was ten yards ahead of everybody."
S06E10,ELAINE,No.
S06E10,GEORGE,I looked up. I couldn't believe it.
S06E10,JERRY,By the time the race was over I had won. I was shocked nobody had noticed the head start.
S06E10,ELAINE,Really?
S06E10,JERRY,And I had won by so much a myth began to grow about my speed. Only Duncan suspected something was a miss. He's hated me ever since. Now he's back.
S06E10,ELAINE,Well what happened when you raced him again?
S06E10,JERRY,I never did. In four years of high school I would never race anyone again. Not even to the end of the block to catch a bus. And so the legend grew. Everyone wanted me to race. They begged me. The track coach called my parents. Pleading. Telling them it was a sin to waste my god given talent. But I answered him in the same way I answered everyone. I chose not to run.
S06E10,ELAINE,So now Duncan is back?
S06E10,JERRY,He's back. And I knew he would be someday. (drinks) Man that's some tart cider!
S06E10,LOIS,Hi.
S06E10,JERRY,Hi.
S06E10,LOIS,Sorry I missed the Chinese food.
S06E10,JERRY,"Oh, so am I . Uh, how's Duncan?"
S06E10,LOIS,He's okay.
S06E10,JERRY,He say anything?
S06E10,LOIS,About what?
S06E10,JERRY,"Oh, nothing in particular."
S06E10,LOIS,. . . Why did you cheat in that race?
S06E10,JERRY,I did not cheat.
S06E10,LOIS,He said that you got a head start.
S06E10,JERRY,"Oh, he's just jealous because he came in second."
S06E10,LOIS,Really?
S06E10,JERRY,Yes
S06E10,LOIS,So you WERE the fastest kid in school.
S06E10,JERRY,Faster than a speeding bullet Lois.
S06E10,ELAINE,"So how was work? Another day, another dollar?"
S06E10,NED,I guess.
S06E10,ELAINE,Oh well nothing wrong with that. Gotta make those big bucks. . . . money money money money money money money . . . ha ha ha ha ah . . . are you a communist?
S06E10,NED,"Yes, as a matter of fact I am."
S06E10,ELAINE,"OH, AH! OH! WOW! WHOA! A COMMIE! Wow, gee, man it must be a bummer for you guys what with the fall of the soviet empire and everything ."
S06E10,NED,"Yeah, well, we still got China, and Cuba,"
S06E10,ELAINE,"Yeah, but come on . . ."
S06E10,NED,I know it's not the same.
S06E10,ELAINE,"Well, you had a good run, what was it 75, 80 years? Wreaking havoc, making everybody nervous."
S06E10,NED,"Yeah, we had a good run."
S06E10,ELAINE,"Well, so enjoy yourself. (clink glasses) ha ha uh ha"
S06E10,GEORGE,So you lied to her?
S06E10,JERRY,I couldnt tell her the truth. I don't know what's going to happen between us. What if we have a bad breakup. She'll go straight to Duncan. And I want him to go to his grave never being certain I got that
S06E10,ELAINE,"Well, I'm dating a communist."
S06E10,JERRY,"Wow, a communist. That's something."
S06E10,ELAINE,"Yeah, that's pretty cool isn't it?"
S06E10,GEORGE,"Hey, did I tell you I called one of those girls from the personal ads in The Daily Worker?"
S06E10,JERRY,The Daily Worker has personal ads?
S06E10,GEORGE,And they say appearance is not important.
S06E10,JERRY,Yours or hers?
S06E10,KRAMER,Ho Ho Ho Ho Ho Merry Christmas everyone. Merry Christmas.
S06E10,JERRY,"Wow, look at you. So you got the job."
S06E10,KRAMER,"Yeah, you're looking at the new Santa at Coleman's Department store."
S06E10,ELAINE,"Oh, congratulations"
S06E10,MICKEY,Come on get your bead on. We're going to be late.
S06E10,KRAMER,"On Prancer on Dasher, on Donna."
S06E10,MICKEY,"Not Donna, it's Donner."
S06E10,KRAMER,Donna!
S06E10,MICKEY,"Yeah, right!. On Prancer, on Dancer, on Donna, on Ethyl, on Harriet."
S06E10,JERRY,"Hello, Oh hi Lois, you want to get together, what for? I don't know about that, I'll have to think about it. I'll let you know. Okay, bye."
S06E10,GEORGE,What's up?
S06E10,JERRY,Duncan wants to get together with her and me for lunch tomorrow. He obviously wants me to admit I got a head start. And I don't think she believes me.
S06E10,GEORGE,He wants to meet you? I'll tell you what. I'll show up. He doesn't know we're friends. I'll pretend I haven't seen you since High School. I'll back up the story.
S06E10,JERRY,That's not bad.
S06E10,GEORGE,Not bad? It's gorgeous!
S06E10,KRAMER,"Ho ho ho Well come on little Princess, tell Santa what you want. Don't be shy."
S06E10,MOM,She doesn't speak English (with a Swedish accent).
S06E10,KRAMER,Santa speaks the language of all children. A notchie watchie dotchie do.
S06E10,KRAMER,"A dotchie cotchie dochie,"
S06E10,KRAMER,"Het, Mickey when do we get a break? My lap is killing me."
S06E10,MICKEY,There is no break.
S06E10,KRAMER,A sweat shop.
S06E10,KRAMER,"Hey, hey, hey."
S06E10,ADA,Natalie on line 2.
S06E10,GEORGE,Natalie?
S06E10,ADA,From the Daily Worker.
S06E10,GEORGE,Thank you.
S06E10,GEORGE,"Hello, it's Natalie? Yeah, this is a business office but I'm not a business man per se. I'm here working for the people. Yes, I'm causing dissent. Stirring the pot. Getting people to question the whole rotten system."
S06E10,ILENE,Elaine.
S06E10,ELAINE,Ilene.
S06E10,ILENE,Hi.
S06E10,ELAINE,Hello.
S06E10,ILENE,Doing a little Christmas shopping?
S06E10,ELAINE,"Yeah, yeah. Oh, this is Ned. He's a communist."
S06E10,ILENE,"Oh, really?"
S06E10,ELAINE,"Yep . . . a big communist, a big big communist."
S06E10,ILENE,"Oh, well, it's awfully nice to see you. See you later."
S06E10,ELAINE,Bye bye
S06E10,ELAINE,"Hey, listen while we're here why don't we do a little shirt shopping?"
S06E10,NED,Out of the question.
S06E10,ELAINE,Um. Kramer!
S06E10,KRAMER,Hi
S06E10,ELAINE,"Hi, oh hi Mickey, this is Ned"
S06E10,KRAMER,"Oh, hey, hi buddy."
S06E10,ELAINE,"You guys stay here, I'll be right back."
S06E10,KRAMER,"Eight hours of jingle belling and ho ho hoing. Boy, I am ho'd out."
S06E10,NED,Anyone who works here is a sap.
S06E10,MICKEY,Watch it!
S06E10,KRAMER,"Woah, woah, come on."
S06E10,NED,You understand the Santa's at Bloomfields are making double what you are?
S06E10,KRAMER,Double?
S06E10,NED,I bet the beard itches doesn't it?
S06E10,KRAMER,You got that straight.
S06E10,NED,So when you get a rash all over your face in January do you think Coleman's will be there with a medical plan?
S06E10,MICKEY,"Look, you take that commie crap out into the street."
S06E10,NED,"Kramer, I've got some literature in my car that will change your whole way of thinking."
S06E10,KRAMER,Talk to me baby.
S06E10,MICKEY,"Don't listen to him Kramer, you've got a good job here."
S06E10,DUNCAN,But there's no way you could have beaten me by that much. I already beaten you in Junior High School three times.
S06E10,JERRY,"I didn't hit puberty til the 9th grade. That's what gave me my speed. Besides, if I got a head start why didn't Mr. Bevilacqua stop the race?"
S06E10,DUNCAN,That's what I've always wondered about.
S06E10,JERRY,"Well, I . . . [sees George]"
S06E10,GEORGE,"Oh, my God, No, oh my God, . . . Jerry!"
S06E10,JERRY,"I'm sorry, uh,"
S06E10,GEORGE,"George, George Costanza!"
S06E10,JERRY,"Oh, George Costanza , Kennedy High."
S06E10,GEORGE,Yes yes yes This is unbelievable.
S06E10,DUNCAN,"Hi, George"
S06E10,GEORGE,"Oh, wait a minute, wait a minute, don't tell me, don't tell me. It starts with a . . . Duncan Meyers. Oh, wow, this is something. I haven't seen you guys in what, twenty years?"
S06E10,JERRY,This is Lois.
S06E10,LOIS,Hello.
S06E10,GEORGE,So what have you been doing with yourself?
S06E10,JERRY,I'm I'm a comedian.
S06E10,GEORGE,"Ah ha, well, I really wouldn't know about that. I don't watch much TV. I like to read. So what do you do, a lot of that ""did you ever notice?"" this kind of stuff."
S06E10,JERRY,"Yeah, yeah"
S06E10,GEORGE,It strikes me a lot of guys are doing that kind of humor now.
S06E10,JERRY,"Yeah, yeah, Well, you really got bald there, didn't you?"
S06E10,GEORGE,"Yeah, yeah."
S06E10,JERRY,You really used to have a think full head of hair.
S06E10,GEORGE,"Yeah, yeah. Well, I guess I started losing it when I was about twenty-eight right around the time I made my first million. You know what they say. The first million is the hardest one."
S06E10,JERRY,"yeah, yeah."
S06E10,LOIS,What do you do?
S06E10,GEORGE,I'm an architect.
S06E10,LOIS,Have you designed any buildings in New York?
S06E10,GEORGE,Have you seen the new addition to the Guggenheim?
S06E10,LOIS,You did that?
S06E10,GEORGE,Yep. And it didn't take very long either.
S06E10,JERRY,Well you've really built yourself up into something.
S06E10,GEORGE,"Well, well, I had a dream, Jerry."
S06E10,JERRY,"Well, one cannot help[ but wonder what brings you into a crummy little coffee shop like this."
S06E10,GEORGE,"Well, I like to stay in touch with the people."
S06E10,JERRY,"Ah, you know you have a hole in your sneaker there. What is that canvas?"
S06E10,GEORGE,"You know my driver's waiting, I really should get running. Good to see you guys again."
S06E10,JERRY,"George, George, hang on. I haven't seen you in so long."
S06E10,GEORGE,"Ha, uh,"
S06E10,JERRY,I thought we might reminisce a little more. You know Duncan and I were just taking about the big race.
S06E10,GEORGE,"Oh, the big race."
S06E10,JERRY,Yeah.
S06E10,GEORGE,"Yes, yes,."
S06E10,LOIS,You were there?
S06E10,GEORGE,"Yes, sure, surely was. Yeah, I'll remember that day. Well I'll never forget it because that was the day that I uh, lost my virginity to Miss. Stafford, the uh, voluptuous home room teacher."
S06E10,DUNCAN,Miss Stafford?
S06E10,GEORGE,"Yes, yes, you know I was in detention and she came up behind me while I was erasing the blackboard . . ."
S06E10,JERRY,George!
S06E10,GEORGE,"But I digress. Let me see, now. You were standing at one end of the line and I was right next to you. And I remember we were even for like, the first five yards and then , BOOM,...You were gone."
S06E10,JERRY,Did I get a head start?
S06E10,GEORGE,"Head start, oh no absolutely not."
S06E10,JERRY,You satisfied? So you see?
S06E10,DUNCAN,"No, I'm still not convinced and I never will be."
S06E10,LOIS,Why don't the two of you just race again?
S06E10,DUNCAN,That's a good idea.
S06E10,JERRY,"No, no, no, another race - out of the question."
S06E10,DUNCAN,"I know, you've been saying that for twenty years because you know you can't beat me. You couldn't beat me then and you can't beat me now."
S06E10,LOIS,Race him Jerry. Race him.
S06E10,JERRY,All right! I'll do it. The race is on.
S06E10,ELAINE,. . . shut up! (?)
S06E10,JERRY,And he's calling all these people from High School to come and watch. I knew this day would come. I can't do it. I can't go through with it. I'm calling it off. I can't let the legend die. It's like a kid finding out there's no Santa Claus
S06E10,KRAMER,"Each according to his ability, to each according to his needs."
S06E10,MICKEY,What does that mean?
S06E10,KRAMER,"Well, if you've got needs and abilities that's a pretty good combination."
S06E10,MICKEY,So what if I want to open up a delicatessen?
S06E10,KRAMER,There are no delicatessens under Communism.
S06E10,MICKEY,Why not?
S06E10,KRAMER,"Well, because the meats are divided into a class system. You got Pastrami and Corned Beef in one class and Salami and Bologna in another. That's not right."
S06E10,MICKEY,So you can't get Corned Beef?
S06E10,KRAMER,"Well, you know, if you're in the Politburo, maybe."
S06E10,GEORGE,"(on phone) . It's George Costanza. . are there any messages for me? Why does Mr. Steinbrenner want to see me in his office? . . . Communist? I'm not a Communist . . . . All right, all right. All right, I'll be there. - ( hangs up ) My secretary Ada, told Mr Steinbrenner I'm a Communist Now he wants to see me in his office."
S06E10,JERRY,So you'll just explain to him you're not a Communist. You just called the woman for a date.
S06E10,JERRY,"Hello, oh hi Duncan, 400 o'clock tomorrow? That is not going to work. . . . Why? I'll tell you why. Because I chose not to run!"
S06E10,NED,I'm sorry Elaine. The shirt's too fancy.
S06E10,ELAINE,"Just because you're a communist, does that mean you can't wear anything nice? You look like Trotsky. It's gorgeous. Fine, you want to be a Communist, be a Communist. Can't you at least look like a successful Communist?"
S06E10,NED,"All right, I'll try it on."
S06E10,ELAINE,I'm going to order Chinese Food.
S06E10,NED,"You're ordering from Hop Sing's, right?"
S06E10,ELAINE,"Ugh, does it have to be Hop Sing's. I kind of had a fight with him."
S06E10,NED,"Elaine, when my father was black listed he couldn't work for years. He and his friends used to sit at Hop Sing's every day figuring out how to survive."
S06E10,ELAINE,You're father was blacklisted?
S06E10,NED,"Yes he was, and you know why? Because he was betrayed by people he trusted. They ""named names""."
S06E10,ELAINE,"Okay, okay. (phones) Um, yeah, hi, I'd like delivery please to 16 West 75th St. apartment 2G."
S06E10,LEW,"I know that address. You're Benes, right. You're on our list. No more delivery."
S06E10,ELAINE,"No. no, she doesn't live here anymore. This is someone else."
S06E10,LEW,"Oh, yeah. What's the name?"
S06E10,ELAINE,Why do you need the name? You already have the address.
S06E10,LEW,We need a name. Give us a name.
S06E10,ELAINE,"Okay, okay, Ned Isakoff."
S06E10,KID,I want a racing car set.
S06E10,KRAMER,"Ho ho ho ho A racing car set! Those are assembled in Tai Wan by kids like you. And these Coleman pigs, they sell it at triple the cost."
S06E10,KID,But I want a racing car set.
S06E10,KRAMER,"You see kid, you're being bamboozaled. These capatalist fat cats are inflating the profit margin and reducing your total number of toys."
S06E10,KID,"Hey, this guy's a COMMIE!"
S06E10,MICKEY,"Hey, kid, quiet. Were did a nice little boy like you learn such a bad word like that? Huh?"
S06E10,KID,"Commie, Commie, Commie . . . (unknown) ."
S06E10,MICKEY,Santa is not a Commie. He just forgot how his good friend stuck his neck out for him to get him a good job like this. Didn't he Santa!
S06E10,STORE MANAGER,Is there a problem here?
S06E10,KRAMER,ho ho ho ho.
S06E10,KID,This guy's a Commie. He's spreading propoganda.
S06E10,STORE MANAGER,Oh yeah? Well that's enough pinko! You're through. The both of ya'
S06E10,MICKEY,I got two kids in college.
S06E10,KRAMER,"You can't fire me, I'm Santa Claus."
S06E10,STORE MANAGER,Not anymore. Get your skinny ass out of here.
S06E10,JERRY,Hi how are you?
S06E10,LOIS,. . . Fine.
S06E10,JERRY,What's the matter?
S06E10,LOIS,"I just spoke to Duncan. He said if you don't race, he's going to fire me."
S06E10,JERRY,What? He can't do that.
S06E10,LOIS,Yes he can. He controls the means of production. What are you going to do Jerry?
S06E10,JERRY,Don't worry Lois. I'll think of something.
S06E10,LEW,"Ah, I knew it was you! You tried to trick Hop Sing! You are onour list; Elaine Benes! And now you are on our list; Ned Isakoff."
S06E10,NED,You got me blacklisted from Hop Sing's?
S06E10,LEW,She named name!
S06E10,GEORGE,"You, uh, wanted to see me, Mr. Steinbrenner?"
S06E10,STEINBRENNER,"Yes George, I did. Come in, come in. George, the wordaround the office is that you're a Communist."
S06E10,GEORGE,"C-Communist? I am a Yankee, sir, first and foremost."
S06E10,STEINBRENNER,"You know George, it struck me today me that a Communistpipeline into the vast reservoir of Cuban baseball talent could be thegreatest thing ever to happen to this organization."
S06E10,GEORGE,Sir?
S06E10,STEINBRENNER,"You could be invaluable to this franchise. George, there's a southpaw down there nobody's been able to get a look at; something Rodriguez, I don't really know his name. You get yourselfdown to Havana right away."
S06E10,GEORGE,"Yes, sir. Yes sir, do my best."
S06E10,STEINBRENNER,"Good, Merry Christmas George. And bring me back some of those cigars in the cedar boxes, you know the ones with the fancy rings? I love those fancy rings. They kind of distract you while you're smoking. The red and yellow are nice. It looks good against the brown of the cigar. The Maduro, I like the Maduro wrapper. The darker the better, that's what I say. Of course, the Claro's good too. That's more of a pale brown, almost like a milky coffee. (George exits) I find the ring size very confusing. They have it in centimeters which I don't really understand that well..."
S06E10,MICKEY,"That was quick! Nice job, Santa!"
S06E10,KRAMER,"Yeah,"
S06E10,MICKEY,I knew that Commie stuff was going to get us in trouble.
S06E10,KRAMER,"Yeah, well I didn't realize that was such a sensitive issue."
S06E10,MICKEY,"Communism, You didn't realize Communism was a sensitive issue? What do you think has been going on in the world for the past 60 years? Wake up and smell the coffee."
S06E10,KRAMER,I guess I screwed up!
S06E10,MICKEY,You sure did. Big time.
S06E10,ELAINE,How do you feel?
S06E10,JERRY,I need a miracle.
S06E10,DUNCAN,Now you're going to see what kind of liar you're mixed up with.
S06E10,LOIS,If he beats you I want a big raise.
S06E10,DUNCAN,"If he beats me, I'll not only give you a raise, I'll send you to Hawaii for two weeks."
S06E10,KRAMER,I parked in front of that restaurant . As soon as this race is over I got to go to the airport.
S06E10,GEORGE,"Okay, all right, all right."
S06E10,MR. BEVILACQUA,You ready boys?
S06E10,JERRY,"Yes, Mr. Beviacqua"
S06E10,MR. BEVILACQUA,"Okay, this is hoiw it works. You take your marks, I say, READY - ON YOUR MARK - GET SET - and then fire. You got it?"
S06E10,DUNCAN & JERRY,Yes Mr. Bevilacqua.
S06E10,MR. BEVILACQUA,READY - ON YOUR MARK
S06E10,LOIS,So will you come to Hawaii with me Jerry?
S06E10,JERRY,"Maybe I will , Lois. Maybe I will."
S06E10,GEORGE,"You wanted to see me, El Presidente?"
S06E10,CASTRO,"Si, si. (a Spanish word I can't figure out) Come here. I understand you are very interested in one of our players, eh?"
S06E10,GEORGE,"Si, si."
S06E10,CASTRO,"Ordinarily I would not grant such a request but I've heard you are, uh, how you say, Communista simpatico, eh?"
S06E10,GEORGE,Muy sumpatico. Muy muy muy.
S06E10,CASTRO,"Well good, then you can have your pick."
S06E10,GEORGE,"Oh, oh!"
S06E10,CASTRO,They will play for your Yankees.
S06E10,GEORGE,"Oh well, gracias El Commandante, gracias. Muy muy."
S06E10,CASTRO,"And I would be honored if you would be my guest for dinner tonight at the Presidential palace. There will be girls there and, I hear, some pretty good food. Of course the problem with parties is you invariably have to eat standing up which I don't care for but on the other hand I don't like to balance a plate on my lap either. Once when I was at a party, I put my plate on someone's piano. I assure you, if I had not been a dictator, I would not have been able to get away with that one."
S06E11,JERRY,Come on. Lets go
S06E11,ELAINE,"No wait, I gotta go in here and pick up Mr. Pitt's tennis recquet."
S06E11,JERRY,What's it doin here?
S06E11,ELAINE,He wanted to have it restrung. (to clerk) Here I need to pick that up
S06E11,LANDIS,Hello
S06E11,ELAINE,"Oh, Hi."
S06E11,LANDIS,Jocylin Landis from Doubleday. I interviewed you for a position a couple of months ago.
S06E11,ELAINE,"Yes, yes, the one I didn't get. (they giggle)"
S06E11,LANDIS,I was watching you play
S06E11,ELAINE,"Oh, I'm not very good."
S06E11,LANDIS,No. You exhibited a lot of grace out there.
S06E11,ELAINE,Really? Grace?
S06E11,LANDIS,Yes. So have you found anything yet?
S06E11,ELAINE,"Uh, no. Not really."
S06E11,LANDIS,You know you should keep in touch. Something may be opening up in a few weeks. Is that a Bruline?
S06E11,JERRY,"Oh, Bruline. Newman's got the same one."
S06E11,ELAINE,Newman plays tennis?
